DATE,IP
2005-06-30,0.9714879999999999
2005-07-31,0.968383
2005-08-31,0.9716030000000001
2005-09-30,0.952729
2005-10-31,0.964383
2005-11-30,0.9749509999999999
2005-12-31,0.9797880000000001
2006-01-31,0.981305
2006-02-28,0.981779
2006-03-31,0.9838979999999999
2006-04-30,0.986769
2006-05-31,0.987052
2006-06-30,0.990427
2006-07-31,0.989804
2006-08-31,0.994106
2006-09-30,0.992207
2006-10-31,0.9912529999999999
2006-11-30,0.9909690000000001
2006-12-31,1.001122
2007-01-31,0.997571
2007-02-28,1.0072750000000001
2007-03-31,1.009023
2007-04-30,1.015874
2007-05-31,1.016299
2007-06-30,1.016482
2007-07-31,1.014925
2007-08-31,1.016874
2007-09-30,1.019398
2007-10-31,1.016345
2007-11-30,1.022068
